Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice
1242,20,83,9849,reg,lvl,allpub,inside,gtl,somerst,1fam,1story,7,6,2007,2007,hip,compshg,vinylsd,vinylsd,stone,0,gd,gd,pconc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,TA,Y,0,56,0,0,0,0,6,2007,1,248328
1052,20,103,11175,ir1,lvl,allpub,corner,gtl,collgcr,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0,gd,gd,pconc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,TA,Y,0,20,0,0,0,0,10,2007,1,200141
1028,20,71,9520,ir1,hls,allpub,inside,gtl,timber,1fam,1story,8,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,338,gd,gd,pconc,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,TA,Y,192,44,0,0,0,0,4,2008,1,293077
1404,20,49,15256,ir1,lvl,allpub,culdsac,gtl,somerst,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,84,gd,gd,pconc,Gd,TA,Gd,GLQ,929,Unf,0,556,1485,GasA,Ex,Y,SBrkr,1464,0,0,1464,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,TA,Y,168,160,0,0,0,0,8,2007,1,282922
806,20,91,12274,ir1,lvl,allpub,fr2,gtl,somerst,1fam,1story,7,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,256,gd,gd,pconc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,Attchd,TA,Y,0,60,0,0,0,0,7,2008,1,227680
766,20,75,14587,ir1,lvl,allpub,inside,gtl,somerst,1fam,1story,9,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,284,gd,gd,pconc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,TA,Y,0,174,0,0,0,0,8,2008,1,264132
582,20,98,12704,reg,lvl,allpub,inside,gtl,nridght,1fam,1story,8,5,2008,2009,hip,compshg,vinylsd,vinylsd,brkface,306,ex,ex,pconc,Ex,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,TA,Y,0,90,0,0,0,0,8,2009,1,253293
1317,20,61,10226,ir1,lvl,allpub,inside,gtl,collgcr,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,270,gd,gd,pconc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,TA,Y,172,42,0,0,0,0,1,2009,1,295493
284,20,74,9612,reg,lvl,allpub,inside,gtl,somerst,1fam,1story,8,5,2008,2009,gable,compshg,vinylsd,vinylsd,stone,72,gd,gd,pconc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,TA,Y,210,150,0,0,0,0,12,2009,1,244600
1167,20,64,10475,ir1,lvl,allpub,corner,gtl,collgcr,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,72,gd,gd,pconc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,TA,Y,160,33,0,0,0,0,2,2010,1,245350
1452,20,78,9262,reg,lvl,allpub,inside,gtl,somerst,1fam,1story,8,5,2008,2009,gable,compshg,cemntbd,cmentbd,stone,194,gd,gd,pconc,Gd,TA,No,Unf,0,Unf,0,1573,1573,GasA,Ex,Y,SBrkr,1578,0,0,1578,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,TA,Y,0,36,0,0,0,0,5,2009,1,287090
212,20,83,10420,reg,lvl,allpub,corner,gtl,edwards,1fam,1story,6,5,2009,2009,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,TA,Y,100,22,0,0,0,0,3,2010,1,186000
104,20,94,10402,ir1,lvl,allpub,corner,gtl,collgcr,1fam,1story,7,5,2009,2009,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,TA,Y,0,36,0,0,0,0,5,2010,1,198900
1166,20,79,9541,ir1,lvl,allpub,inside,gtl,nridght,1fam,1story,7,5,2009,2009,gable,compshg,vinylsd,vinylsd,stone,268,gd,gd,pconc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,TA,Y,0,114,0,0,0,0,9,2009,1,233170
639,30,67,8777,reg,lvl,allpub,inside,gtl,edwards,1fam,1story,5,7,1910,1950,gable,compshg,metalsd,wd sdng,none,0,ta,ta,cblock,Fa,TA,No,Unf,0,Unf,0,796,796,GasA,Gd,Y,FuseA,796,0,0,796,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,P,328,0,164,0,0,0,5,2008,1,85000
439,30,40,4280,reg,lvl,allpub,inside,gtl,crawfor,1fam,1story,5,6,1913,2002,gable,compshg,wdshing,stucco,none,0,ta,ta,pconc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,Gd,P,0,0,34,0,0,0,3,2007,1,90350
1258,30,56,4060,reg,lvl,allpub,corner,gtl,edwards,1fam,1story,5,8,1922,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,Fa,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,Y,0,96,0,0,0,0,7,2009,1,99900
977,30,51,5900,ir1,bnk,allpub,inside,gtl,brkside,1fam,1story,4,7,1923,1958,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,Gd,TA,No,Unf,0,Unf,0,440,440,GasA,TA,Y,FuseA,869,0,0,869,0,0,1,0,2,1,Fa,4,Typ,0,NA,NA,NA,Y,0,0,0,0,0,0,8,2006,1,85500
211,30,67,5604,reg,lvl,allpub,inside,gtl,edwards,1fam,1story,5,6,1925,1950,gable,compshg,stucco,stucco,none,0,ta,ta,cblock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,Y,0,0,96,0,0,0,4,2008,1,98000
936,30,52,5825,ir1,lvl,allpub,inside,gtl,brkside,1fam,1story,4,5,1926,1953,gable,compshg,metalsd,metalsd,brkface,108,ta,ta,pconc,Fa,TA,Mn,Unf,0,Unf,0,600,600,GasA,Gd,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,32,0,0,0,6,2006,1,79900
1035,30,50,6305,reg,bnk,allpub,inside,gtl,crawfor,1fam,1story,5,7,1938,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,pconc,Fa,Fa,No,Unf,0,Unf,0,920,920,GasA,Ex,Y,SBrkr,954,0,0,954,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,Fa,Y,0,0,0,0,0,0,6,2007,1,119750
251,30,55,5350,ir1,lvl,allpub,inside,gtl,brkside,1fam,1story,3,2,1940,1966,gable,compshg,wd sdng,plywood,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,NA,NA,NA,Y,263,0,0,0,0,0,5,2010,1,76500
563,30,63,13907,reg,lvl,allpub,inside,gtl,edwards,1fam,1story,5,6,1940,1969,gable,compshg,wdshing,wd shng,none,0,ta,ta,cblock,TA,TA,No,BLQ,290,Unf,0,706,996,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,NA,NA,Y,144,0,0,0,0,0,7,2008,1,108000
403,30,60,10200,reg,lvl,allpub,inside,gtl,sawyer,1fam,1story,5,8,1940,1997,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,TA,N,168,0,0,0,0,0,8,2008,1,108000
1324,30,50,5330,reg,hls,allpub,inside,gtl,brkside,1fam,1story,4,7,1940,1950,hip,compshg,vinylsd,vinylsd,none,0,fa,fa,cblock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,NA,NA,NA,Y,164,0,0,0,0,0,12,2009,1,82500
309,30,0,12342,ir1,lvl,allpub,inside,gtl,edwards,1fam,1story,4,5,1940,1950,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,262,Unf,0,599,861,GasA,Ex,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,TA,Y,158,0,0,0,0,0,3,2009,1,82500
394,30,0,7446,reg,lvl,allpub,corner,gtl,brkside,1fam,1story,4,5,1941,1950,gable,compshg,wdshing,wd shng,none,0,ta,ta,cblock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,NA,Y,0,0,0,0,0,0,4,2006,1,100000
1213,30,50,9340,reg,lvl,allpub,inside,gtl,edwards,1fam,1story,4,6,1941,1950,hip,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,TA,N,0,113,0,0,0,0,8,2009,1,113000
874,40,60,12144,reg,lvl,allpub,inside,gtl,names,1fam,1story,5,7,1949,1950,gable,compshg,hdboard,hdboard,none,0,gd,gd,cblock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,TA,Y,0,28,0,0,0,0,9,2009,1,133000
1271,40,0,23595,reg,low,allpub,inside,sev,clearcr,1fam,1story,7,6,1979,1979,shed,wdshake,plywood,plywood,none,0,gd,gd,pconc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,TA,Y,268,0,0,0,0,0,4,2010,1,260000
1070,45,60,9600,reg,lvl,allpub,inside,gtl,names,1fam,1.5unf,5,7,1949,2003,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,5,2007,1,135000
618,45,59,7227,reg,hls,allpub,corner,mod,names,1fam,1.5unf,6,6,1954,1954,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,832,0,0,1,0,2,1,Gd,4,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,6,2008,1,105500
164,45,55,5500,reg,lvl,allpub,inside,gtl,oldtown,1fam,1.5unf,4,6,1956,1956,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,882,882,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,NA,NA,NA,Y,0,0,0,0,0,0,4,2007,1,103200
1138,50,54,6342,reg,lvl,allpub,inside,gtl,sawyer,1fam,1.5fin,5,8,1875,1996,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,NA,NA,NA,N,0,0,176,0,0,0,5,2010,1,94000
185,50,92,7438,ir1,lvl,allpub,inside,gtl,brkside,1fam,1.5fin,5,8,1908,1991,gable,compshg,asbshng,plywood,none,0,ta,ta,pconc,Fa,TA,No,Unf,0,Unf,0,504,504,GasA,Gd,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,104,0,0,0,0,0,6,2006,1,127000
1275,50,53,5362,reg,lvl,allpub,corner,gtl,crawfor,1fam,1.5fin,5,6,1910,2003,gable,compshg,wd sdng,wd shng,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,TA,Y,242,0,81,0,0,0,11,2007,1,139000
387,50,58,8410,reg,lvl,allpub,fr2,gtl,edwards,1fam,1.5fin,5,3,1910,1996,gambrel,compshg,wd sdng,vinylsd,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,658,658,GasA,TA,Y,SBrkr,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,NA,N,0,151,0,0,0,0,5,2006,1,81000
1449,50,70,11767,reg,lvl,allpub,inside,gtl,edwards,1fam,2story,4,7,1910,2000,gable,compshg,metalsd,hdboard,none,0,ta,ta,cblock,Fa,TA,No,Unf,0,Unf,0,560,560,GasA,Gd,N,SBrkr,796,550,0,1346,0,0,1,1,2,1,TA,6,Min2,0,NA,Detchd,Fa,Y,168,24,0,0,0,0,5,2007,1,112000
1405,50,60,10410,reg,lvl,allpub,corner,gtl,oldtown,1fam,1.5fin,3,4,1915,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,694,520,0,1214,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,TA,Y,216,0,160,0,0,0,1,2006,1,105000
188,50,60,10410,reg,lvl,allpub,inside,gtl,oldtown,1fam,1.5fin,5,7,1916,1987,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,NA,Detchd,Fa,N,0,0,0,140,0,0,8,2009,1,135000
1285,50,50,9638,reg,lvl,allpub,inside,gtl,swisu,1fam,1.5fin,6,7,1919,1990,gable,compshg,wd sdng,wd shng,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,TA,Y,272,0,42,0,116,0,3,2010,1,169000
1371,50,90,5400,reg,lvl,allpub,corner,gtl,oldtown,1fam,1.5fin,4,6,1920,1950,gable,compshg,cblock,cblock,none,0,fa,fa,pconc,TA,TA,No,ALQ,315,Rec,105,420,840,GasA,Ex,Y,SBrkr,840,534,0,1374,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,TA,Y,0,0,198,0,0,0,10,2009,1,105000
1093,50,60,8400,reg,bnk,allpub,inside,gtl,swisu,1fam,1.5fin,6,5,1925,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,pconc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,TA,Y,342,0,128,0,0,0,6,2008,1,136500
498,50,60,9120,reg,lvl,allpub,inside,gtl,brkside,1fam,1.5fin,7,6,1925,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,pconc,TA,TA,No,Rec,329,Unf,0,697,1026,GasA,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,NA,Detchd,TA,N,0,100,0,0,0,0,6,2008,1,184000
1060,50,0,11275,ir1,hls,allpub,corner,mod,crawfor,1fam,1.5fin,6,7,1932,1950,gable,compshg,metalsd,metalsd,brkface,480,ta,ta,cblock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,TA,Y,0,0,19,0,0,0,3,2007,1,220000
908,50,86,11500,ir1,lvl,allpub,inside,gtl,crawfor,1fam,1.5fin,7,7,1936,1987,gable,compshg,brkface,brkface,none,0,gd,gd,cblock,Gd,TA,No,Rec,223,Unf,0,794,1017,GasA,Gd,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fa,Y,0,0,0,0,322,0,6,2006,1,250000
1077,50,60,10800,reg,lvl,allpub,inside,gtl,oldtown,1fam,1.5fin,5,8,1936,1989,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,TA,Y,436,21,0,0,0,0,4,2006,1,170000
219,50,0,15660,ir1,lvl,allpub,corner,gtl,crawfor,1fam,1.5fin,7,9,1939,2006,gable,compshg,vinylsd,vinylsd,brkface,312,gd,gd,cblock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,TA,Y,0,119,150,0,0,0,5,2008,1,311500
395,50,60,10134,reg,lvl,allpub,inside,gtl,oldtown,1fam,1.5fin,5,6,1940,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,39,0,0,0,0,7,2007,1,109000
355,50,60,8400,reg,bnk,allpub,inside,gtl,swisu,1fam,1.5fin,6,5,1940,2000,gable,compshg,wd sdng,metalsd,none,0,ta,ta,cblock,TA,TA,No,LwQ,388,Unf,0,552,940,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,TA,Y,0,0,108,0,0,0,6,2006,1,140000
362,50,0,9144,reg,lvl,allpub,inside,gtl,brkside,1fam,1.5fin,5,5,1940,1982,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,399,Unf,0,484,883,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,Detchd,TA,N,0,0,0,0,0,0,7,2008,1,145000
768,50,75,12508,ir1,lvl,allpub,inside,gtl,mitchel,1fam,1.5fin,6,7,1940,1985,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,TA,Y,245,0,156,0,0,0,7,2008,1,160000
353,50,60,9084,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,5,6,1941,1950,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,GasA,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,48,0,0,0,0,0,3,2008,1,95000
1029,50,79,9492,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,5,5,1941,1950,gable,compshg,wdshing,wd shng,none,0,ta,ta,cblock,TA,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,Y,SBrkr,968,408,0,1376,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,TA,Y,0,0,0,0,0,0,4,2007,1,105000
1378,50,60,10998,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,5,5,1941,1960,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,LwQ,408,BLQ,420,156,984,GasA,Ex,Y,SBrkr,984,620,0,1604,0,0,2,0,3,1,TA,6,Min2,0,NA,Detchd,TA,Y,0,68,0,0,0,0,7,2009,1,117000
492,50,79,9490,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,6,7,1941,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,TA,Y,0,0,32,0,0,0,8,2006,1,133000
1428,50,60,10930,reg,bnk,allpub,inside,gtl,names,1fam,1.5fin,5,6,1945,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,580,Unf,0,333,913,GasA,TA,Y,FuseA,1048,510,0,1558,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,4,2008,1,140000
240,50,52,8741,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,6,4,1945,1950,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,TA,Y,0,140,0,0,0,0,4,2010,1,113000
840,50,70,11767,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,5,6,1946,1995,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,5,2008,1,130500
1174,50,138,18030,ir1,bnk,allpub,inside,gtl,clearcr,1fam,1.5fin,5,6,1946,1994,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,NA,NA,Y,122,0,0,0,0,0,3,2007,1,200500
996,50,51,4712,ir1,lvl,allpub,inside,mod,brkside,1fam,1.5fin,4,7,1946,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,ALQ,384,Unf,0,363,747,GasA,TA,Y,SBrkr,774,456,0,1230,1,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,57,0,0,63,0,8,2006,1,121600
576,50,80,8480,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,5,5,1947,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Rec,442,Unf,0,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,TA,Y,158,0,102,0,0,0,10,2008,1,118500
1073,50,50,7585,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,5,3,1948,1950,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,TA,P,0,0,0,0,0,0,8,2006,1,91500
659,50,78,17503,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,6,5,1948,1950,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,TA,Y,192,0,0,0,0,0,1,2010,1,97500
1011,50,115,21286,reg,lvl,allpub,inside,gtl,sawyer,1fam,1.5fin,5,5,1948,1950,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,720,720,GasA,TA,Y,SBrkr,720,551,0,1271,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,TA,Y,0,0,108,0,0,0,8,2008,1,135000
1223,50,78,10496,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,6,6,1949,1950,gable,compshg,wd sdng,wd sdng,brkface,320,ta,ta,cblock,TA,TA,Mn,Rec,196,Unf,0,844,1040,GasA,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,TA,Y,0,0,0,0,0,0,1,2007,1,143000
891,50,60,8064,reg,lvl,allpub,corner,gtl,names,1fam,1.5fin,5,7,1949,2006,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,TA,Y,0,0,0,0,0,0,7,2007,1,122900
971,50,60,10800,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,4,4,1949,1950,gable,compshg,asbshng,asbshng,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,720,720,GasA,TA,N,FuseA,720,472,0,1192,0,0,1,1,4,1,TA,6,Typ,0,NA,NA,NA,Y,0,0,0,0,0,0,12,2006,1,135000
293,50,60,11409,reg,lvl,allpub,inside,gtl,edwards,1fam,1.5fin,5,4,1949,2008,gable,compshg,wd sdng,wd sdng,none,0,ta,ta,cblock,TA,TA,No,LwQ,292,Unf,0,476,768,GasA,Gd,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,TA,Y,0,0,0,0,160,0,1,2009,1,131000
1412,50,80,9600,reg,lvl,allpub,inside,gtl,names,1fam,1.5fin,6,8,1950,2005,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,120,Unf,0,736,856,GasA,Ex,Y,SBrkr,1112,556,0,1668,0,0,1,1,3,1,TA,6,Min2,0,NA,Attchd,TA,Y,0,0,0,0,0,0,9,2009,1,140000
